env_step,mean_return,sd_return
0.0,-116.61875000000002,13.545914938587154
1503.7593984962407,-100.38100172324405,2.742797220119858
3007.5187969924814,-98.18630468506588,1.4134969147136776
4511.278195488722,-97.47084196757865,0.8640941074111241
6015.037593984963,-97.36919096448727,0.9067990235857087
7518.796992481203,-97.42281810168694,0.8528100387377123
9022.556390977445,-97.40139542635745,0.9047434872998781
10526.315789473685,-97.28805872747613,0.9257198964045644
12030.075187969926,-97.33156797039973,0.8577803069938326
13533.834586466166,-97.41905251279493,0.8137656909924275
15037.593984962406,-97.51959158028292,0.8660477676679519
16541.35338345865,-97.94188485413171,0.5189582379624323
18045.11278195489,-98.36574711313965,0.471171779459652
19548.87218045113,-98.34548756396529,0.7308929917829241
21052.63157894737,-98.38183360221578,1.1810347141054538
22556.39097744361,-98.45415198154865,1.2146938948529091
24060.15037593985,-98.34679593461027,0.9767590239746199
25563.90977443609,-98.21345524305428,1.1639735498117123
27067.669172932332,-98.12396406735976,1.2653714189704692
28571.428571428572,-97.93321199292794,1.4272065973949064
30075.187969924813,-98.21663093014753,1.025647027013225
31578.947368421053,-99.15170444622679,0.701798599716292
33082.7067669173,-99.56882337237315,0.528782315408988
34586.466165413534,-99.39771093157967,0.7863449771801582
36090.22556390978,-99.24816850844903,0.9855683070250588
37593.984962406015,-99.18285068238032,0.8014130682627641
39097.74436090226,-99.64977305016892,0.695395571886651
40601.503759398496,-100.16897311259893,0.657121135176036
42105.26315789474,-100.49767011334116,0.7732972214401854
43609.02255639098,-100.30183236986372,1.2564657640513581
45112.78195488722,-100.09187605801012,1.1580338971115616
46616.54135338346,-100.31105545313022,0.9756026150221104
48120.3007518797,-100.21813168986422,1.0657313103623642
49624.060150375946,-100.42895496909543,1.3444073356584298
51127.81954887218,-100.73522276576463,1.2130033638125268
52631.57894736843,-101.29366459537218,1.4647122698031343
54135.338345864664,-101.20688540714409,1.7295616547886634
55639.09774436091,-101.36379466156248,1.6786081589742232
57142.857142857145,-101.88612309641876,1.0469599613745317
58646.61654135339,-101.87450560273889,1.7482642721775021
60150.375939849626,-101.68806660191242,1.8198266395850284
61654.13533834587,-101.89928058408296,2.1355732481517786
63157.89473684211,-102.26255639416135,2.3695526989254456
64661.65413533835,-102.86181881697394,2.9483625304269214
66165.4135338346,-102.87096764838152,2.484086579975833
67669.17293233082,-103.29074343343586,2.231502087887354
69172.93233082707,-103.5463948855358,2.33843926980033
70676.69172932331,-103.99543216992265,2.2425943658547403
72180.45112781956,-104.17712200146468,2.192494117000327
73684.2105263158,-104.11912912099126,2.40526094528514
75187.96992481203,-104.43436992630186,2.3720959627973124
76691.72932330827,-104.3307842417637,2.567958237558278
78195.48872180452,-103.8423414474817,2.4230146997043462
79699.24812030076,-103.3629782918058,1.9827376985969118
81203.00751879699,-103.17838575791004,2.0517347292124395
82706.76691729324,-102.98201289957824,1.9823930991542804
84210.52631578948,-102.3437864830709,2.6312318019336423
85714.28571428572,-102.33497490856485,2.8921614269468767
87218.04511278195,-102.36210706876331,3.095208669304961
88721.8045112782,-102.20455438409167,3.7242409436576835
90225.56390977444,-102.09711880133938,4.042730064189467
91729.32330827069,-102.26870324413946,4.275953797196622
93233.08270676692,-102.85985786751083,3.578865660143508
94736.84210526316,-102.67105155141466,3.7748896135925936
96240.6015037594,-102.63915088382389,3.4613186542140304
97744.36090225565,-102.7779502599316,3.2161003633323153
99248.12030075189,-102.77706877930946,2.962712636517181
100751.87969924812,-102.38899777711597,3.099559873399139
102255.63909774437,-102.59509143673135,3.102315959117912
103759.39849624061,-102.32642258936562,2.704021142889741
105263.15789473685,-101.85980264870187,2.6896081360532067
106766.91729323308,-101.34243631980686,3.127125215603468
108270.67669172933,-101.539912518045,3.4303370676809846
109774.43609022557,-101.70823975946095,3.8149170228530482
111278.19548872182,-101.52897657690666,3.8729205493687537
112781.95488721805,-101.52734371667187,3.5757346921918765
114285.71428571429,-101.62916788616477,3.4957944092638704
115789.47368421053,-101.65574619259397,4.157207867113
117293.23308270678,-101.19285418729389,4.294634416206386
118796.99248120301,-100.6052492495435,4.128098280454531
120300.75187969925,-100.88239866138247,3.7248797918988954
121804.5112781955,-101.20670209315495,3.9458639131172757
123308.27067669174,-101.04578542322676,4.7027115330138205
124812.03007518798,-100.72800660210234,5.381449523209734
126315.78947368421,-100.29487643169648,6.404127958796741
127819.54887218046,-100.36378132305664,7.1954741660802055
129323.3082706767,-99.83071664765788,7.428912097474647
130827.06766917295,-99.64419737813827,7.538426308327645
132330.8270676692,-99.82496249142348,6.893806589862116
133834.58646616543,-99.55160569935299,7.653915130681587
135338.34586466165,-98.99908822536038,8.079641357814454
136842.1052631579,-98.84743683864403,9.018810448330486
138345.86466165414,-98.83703148655476,8.892673673877555
139849.62406015038,-99.06577904206041,9.425955138433755
141353.38345864663,-99.1751825680252,9.23423317966534
142857.14285714287,-99.04504791736092,10.236263634624114
144360.9022556391,-98.74762224621662,10.29515832565438
145864.66165413536,-99.1050805534319,9.791098209031635
147368.4210526316,-98.47913966233715,10.80090847771115
148872.18045112782,-98.28601411870764,10.85338497960135
150375.93984962406,-97.67276653149793,11.851220272445836
151879.6992481203,-96.91169780325009,12.79422796943599
153383.45864661655,-96.44437428861117,14.18869105357658
154887.2180451128,-95.8954534531122,15.346907083211617
156390.97744360904,-95.17567505861201,16.36210382809398
157894.73684210528,-95.06708370281045,16.54413373484036
159398.49624060153,-95.74728323459829,15.828569988637282
160902.25563909774,-95.96961948047769,15.755053960143353
162406.01503759398,-95.58188536893923,16.090239635257433
163909.77443609023,-95.26915898771468,16.98499615052691
165413.53383458647,-94.7186933627157,17.723008656826707
166917.29323308272,-94.50606065433092,18.649340784593367
168421.05263157896,-94.79263585198493,17.613132988151627
169924.8120300752,-95.64090351914498,15.43258999295516
171428.57142857145,-95.66967749358015,15.829308134354799
172932.3308270677,-94.7676812106898,16.941946386467457
174436.0902255639,-94.43915217164866,17.37399798513642
175939.84962406015,-94.27247871505271,17.340517921990408
177443.6090225564,-94.48257823890583,17.219056351803122
178947.36842105264,-94.17005426425541,18.184262141108345
180451.12781954888,-94.82810243815277,17.43816171867344
181954.88721804513,-94.70001740289223,17.988985661726733
183458.64661654137,-94.55600719295707,18.28121182548129
184962.40601503762,-94.72118941289017,17.76199849931073
186466.16541353383,-93.90899864453715,18.977317680612963
187969.92481203008,-93.37563318284413,19.390189966346664
189473.68421052632,-92.44135380748679,20.350760996469358
190977.44360902256,-92.31728341700537,19.847547831565695
192481.2030075188,-93.29688381010399,17.057435996424285
193984.96240601505,-93.05743767487274,17.541376771206426
195488.7218045113,-91.84220732854314,19.527857808473275
196992.48120300754,-91.33639656263563,21.29972522455947
198496.24060150379,-91.86521252553821,19.683297407953038
200000.0,-91.6791742093375,18.601161555615434
201503.75939849624,-90.74270067470371,19.902190160739107
203007.5187969925,-90.39195597636542,20.063362982071737
204511.27819548873,-89.93899100928631,21.665168224295197
206015.03759398498,-88.99833686733261,23.3062688822183
207518.79699248122,-88.27480046471096,23.95288960308146
209022.55639097746,-87.3488969011191,25.95241852115072
210526.3157894737,-86.86251357639827,27.5398590323522
212030.07518796992,-86.48043896194433,28.51921693264855
213533.83458646617,-85.6703727385837,29.725622887344073
215037.5939849624,-87.61083318355494,24.25274653601556
216541.35338345866,-87.85380992054897,23.039444048486555
218045.1127819549,-88.40055210850085,21.34422126227317
219548.87218045114,-88.17060584502516,21.433133883885603
221052.6315789474,-90.18897495586495,17.410354749091645
222556.39097744363,-92.10396150214274,12.863967164657277
224060.15037593988,-92.68494446434856,12.121633584972713
225563.9097744361,-93.94796256229239,8.934812768487859
227067.66917293234,-93.75733931148359,9.021630168960614
228571.42857142858,-94.00016934547692,8.394359881830736
230075.18796992482,-93.38710668780807,9.351735992084658
231578.94736842107,-93.3953187744713,9.925836134681534
233082.7067669173,-93.03447400079042,12.07097798223213
234586.46616541356,-92.51645899581702,12.907140407083695
236090.2255639098,-91.75754779362471,13.66093463475199
237593.98496240602,-90.97833192258133,15.337424280446536
239097.74436090226,-89.23996663004344,16.80257496150943
240601.5037593985,-89.04216532177271,16.48917069852472
242105.26315789475,-88.76626210097602,14.858348103877658
243609.022556391,-87.50740035716015,16.326677643864198
245112.78195488724,-86.50027100626384,18.182567034312974
246616.54135338348,-86.0330994262174,18.928608491859617
248120.30075187972,-85.51679757248999,19.268087092004375
249624.06015037597,-84.67080386988508,20.877271283958187
251127.81954887218,-84.75671025984566,22.81532269697863
252631.57894736843,-85.31738927018405,22.14791135145028
254135.33834586467,-86.92923492803241,19.873638988805226
255639.09774436092,-87.000120928276,19.273885504882536
257142.85714285716,-88.35756636271189,15.653607135118916
258646.6165413534,-87.24309203547372,17.42821528158513
260150.37593984965,-85.59216314718807,19.334669738169797
261654.1353383459,-84.54678087201087,20.66772386580614
263157.89473684214,-85.84173330571043,17.054961302080542
264661.6541353384,-84.6253232627819,17.16790604202073
266165.4135338346,-85.16127804126786,14.451000723179458
267669.17293233087,-84.15718266145197,15.772545815371586
269172.9323308271,-83.12075176245598,16.923970411667092
270676.6917293233,-82.18650189427528,18.72906484515434
272180.45112781954,-81.57795945321247,20.56017099338918
273684.2105263158,-82.1122717645583,22.599894725057403
275187.96992481203,-81.40695913948362,23.167634617653537
276691.7293233083,-80.44756149931584,24.28505940096009
278195.4887218045,-79.33860882922679,25.486079386469747
279699.24812030076,-78.33134803670828,26.585960880745578
281203.007518797,-77.14477447057513,28.264751546200806
282706.76691729325,-76.41927358953629,27.543818978061797
284210.5263157895,-77.89348851544848,24.25856918526767
285714.28571428574,-77.70479438643841,24.99014214788911
287218.045112782,-76.48187467159337,25.707830477004734
288721.8045112782,-75.32427147183583,26.350082705685978
290225.5639097745,-73.2333868181256,27.808543036093607
291729.3233082707,-72.187602410506,28.922885391775218
293233.08270676696,-73.18338592934747,28.265357332919017
294736.8421052632,-73.38752849438697,27.494330971367102
296240.6015037594,-73.54892281016069,26.59273167862271
297744.36090225563,-73.96094950089898,25.280763764576246
299248.1203007519,-76.38052200951499,18.334678526007405
300751.8796992481,-77.09172623214805,16.207854995871774
302255.63909774437,-77.13851571091907,16.042716614511352
303759.3984962406,-77.1081808838903,16.68828675823236
305263.15789473685,-78.3982210998623,16.139904890752838
306766.9172932331,-81.06491965811281,14.783252704051481
308270.67669172934,-82.0055474325923,15.24394690856449
309774.4360902256,-81.24309848296741,15.589478577538975
311278.19548872183,-81.58610886866612,15.391141409428934
312781.9548872181,-80.91462921730974,15.880153147752939
314285.7142857143,-79.74655304107408,16.629416682968763
315789.47368421056,-79.21806563970298,17.025687559789194
317293.2330827068,-77.97393763563028,17.03692444072519
318796.99248120305,-76.81827268608697,17.854910148483143
320300.7518796993,-76.21134245351323,17.623749897323975
321804.5112781955,-75.89105146600781,17.870458129122863
323308.2706766917,-77.71216202249084,16.55999084878496
324812.03007518797,-78.5232473393134,16.712860456610223
326315.7894736842,-78.9932724947599,16.57130965560645
327819.54887218046,-79.90454773840779,16.574623726209897
329323.3082706767,-80.64777580378629,16.397289284466847
330827.06766917295,-81.48157831839119,16.581010761198655
332330.8270676692,-82.77466113101255,15.947939912500196
333834.58646616543,-84.01814105843724,13.565022293918709
335338.3458646617,-83.9557847920375,13.679802950388488
336842.1052631579,-83.77826566842046,13.712965303234565
338345.86466165417,-83.94743108866706,13.421864394581023
339849.6240601504,-83.27183110652851,14.448140747806873
341353.38345864665,-81.90568492971416,15.848239522386866
342857.1428571429,-82.09923580821173,15.573225896926923
344360.90225563914,-81.37688503406306,15.844442822752475
345864.6616541354,-82.30537534206653,12.982660059714295
347368.4210526316,-82.12768418270672,12.92362925694938
348872.1804511278,-81.29589097182772,12.645327030217684
350375.93984962406,-81.36260930955667,11.478615245129784
351879.6992481203,-84.09620453321476,9.784949133166034
353383.45864661655,-84.8311351383356,8.210894316217992
354887.2180451128,-87.41087019911168,6.4851704927538165
356390.97744360904,-87.41025127298772,6.820273884420548
357894.7368421053,-87.26575247136239,7.0857786585015665
359398.4962406015,-86.7110580850261,6.981162281285265
360902.25563909777,-87.29363978785761,8.146248027470055
362406.015037594,-87.85254583625998,8.81745070430148
363909.77443609026,-88.29443661162385,9.065520729894551
365413.5338345865,-88.28329468390962,10.1657809956297
366917.29323308275,-88.08011040505795,10.577696903743194
368421.052631579,-87.68803708899631,11.017618901232098
369924.81203007523,-87.38006340821835,11.57518012241764
371428.5714285715,-87.94823503296479,12.80915441200048
372932.33082706766,-87.20511508199462,13.044007734173926
374436.0902255639,-86.51645864095352,14.66137208541282
375939.84962406015,-85.71730482090996,14.632114846584482
377443.6090225564,-84.93284959449568,15.179030498170357
378947.36842105264,-84.12620097207778,16.52222860628347
380451.1278195489,-82.89478670781311,17.432946116196376
381954.8872180451,-82.73778266689223,17.828176447812748
383458.6466165414,-81.88906142949659,18.914709592520506
384962.4060150376,-81.49447494573883,18.165097270150437
386466.16541353386,-80.8143964454235,18.08635234909889
387969.9248120301,-79.17491771604777,19.366034602890334
389473.68421052635,-77.79607388018816,20.77313946484317
390977.4436090226,-77.36245519422377,21.92519928526589
392481.20300751884,-76.97884002766466,23.080229362093423
393984.9624060151,-77.3280138083621,22.90370919465809
395488.7218045113,-76.68302246556186,24.186905825875435
396992.48120300757,-76.39407372359415,25.098879772837755
398496.24060150376,-76.51579863248227,24.409066752597088
400000.0,-77.99708956683284,20.148203040263326
401503.75939849624,-79.73070127401868,17.09206321683804
403007.5187969925,-79.47388257635235,16.168164286023686
404511.27819548873,-79.50529917834317,17.74135459949246
406015.037593985,-79.86996983269833,18.77027273459311
407518.7969924812,-80.76572209040285,19.203385734659275
409022.55639097746,-82.17532252324843,15.845184953250298
410526.3157894737,-81.11627088883654,15.05949470652615
412030.07518796995,-81.36711486831794,14.241814729242904
413533.8345864662,-83.8104102030624,9.92875337385452
415037.59398496244,-83.60828862679082,10.287419650944956
416541.3533834587,-82.82649606523759,11.060850044898315
418045.11278195493,-81.92627222302937,12.485950644425051
419548.8721804512,-81.44202742468835,13.047482722915317
421052.6315789474,-83.03909457412618,15.918667416151123
422556.39097744366,-83.61940000800068,15.886537285711654
424060.15037593985,-83.48095411785839,17.038445792504003
425563.9097744361,-84.10215359462578,17.725196599603024
427067.66917293234,-83.92747631406526,18.142448406971184
428571.4285714286,-82.90874915618498,19.353273716380837
430075.1879699248,-82.84961913604538,17.17756724054302
431578.94736842107,-81.44645266750211,16.803607903378524
433082.7067669173,-80.08483082875084,17.365648253754827
434586.46616541356,-78.77592873513557,18.202727861743444
436090.2255639098,-77.24117650285817,19.603384633582454
437593.98496240604,-76.10451984189186,20.820293950406118
439097.7443609023,-75.93608304612276,20.07128576696953
440601.50375939853,-76.06055524837807,20.347583747974443
442105.2631578948,-77.86725118947149,19.9583565357291
443609.022556391,-76.49696035123955,20.780904056439798
445112.78195488726,-75.32984058032017,22.241736203764535
446616.5413533835,-76.14513868831956,22.249461105435238
448120.30075187975,-76.89095135614181,22.50677763528403
449624.06015037594,-77.04767258149806,22.048705478134643
451127.8195488722,-76.12413556622728,21.998815329979543
452631.5789473684,-75.46674200295759,22.864621837533633
454135.3383458647,-74.41860967537404,24.27275929013791
455639.0977443609,-74.62583938831213,22.826019070091135
457142.85714285716,-74.60730813509511,22.818511035278743
458646.6165413534,-74.5019216956203,22.46261451359814
460150.37593984965,-73.62396590606762,21.977881315413143
461654.1353383459,-74.31451411723802,18.33079795976333
463157.89473684214,-73.58403792787925,18.239914619839574
464661.6541353384,-73.62340533612031,16.85422113738845
466165.4135338346,-72.71943045387403,16.68433807839222
467669.17293233087,-72.37350104806309,17.795802574398465
469172.9323308271,-73.80305983733646,15.806851996165532
470676.69172932336,-73.89619675760105,15.209681699833926
472180.4511278196,-74.22302649053702,14.499777438369906
473684.21052631584,-74.47186639899742,15.173881810313437
475187.96992481203,-74.35237522087708,17.341390534919082
476691.7293233083,-75.75857164052732,15.346852615284517
478195.4887218045,-76.6977260321853,13.927001798311101
479699.24812030076,-75.80180731623884,15.466465874746255
481203.007518797,-75.32087396977117,17.237670791756813
482706.76691729325,-74.20420734467201,18.30738069213541
484210.5263157895,-76.7488690273326,17.501232927828895
485714.28571428574,-78.67139354494054,14.973051630016991
487218.045112782,-77.74388605187224,14.130065719084996
488721.8045112782,-78.676529188848,12.2598966604794
490225.5639097745,-77.8178110240815,12.76403821120704
491729.3233082707,-77.80259501875389,13.334964414609129
493233.08270676696,-77.73529323027716,13.151904068835297
494736.8421052632,-77.34757586337504,12.905924648232517
496240.60150375945,-77.98586509698247,11.826741243942077
497744.3609022557,-78.63847620838654,11.591561759782449
499248.12030075194,-80.00730239221947,9.94139936829839
500751.8796992481,-81.16319901279086,10.192067265431527
502255.63909774437,-80.63070420977587,10.922238830056534
503759.3984962406,-79.7417326001916,12.205004745200819
505263.15789473685,-79.49406306595188,12.220715447047251
506766.9172932331,-79.7016753865602,11.673170144279231
508270.67669172934,-79.34463725737018,10.62336712994274
509774.4360902256,-78.32776157430892,11.600298435703142
511278.19548872183,-78.43472549379484,12.767405514729546
512781.9548872181,-78.25019990393224,14.276717866798228
514285.7142857143,-78.45948418164805,14.883623342279117
515789.47368421056,-76.984725937197,16.031105042402885
517293.2330827068,-76.23827081886456,17.60914134509377
518796.99248120305,-75.07323052476008,19.038915275597667
520300.7518796993,-74.7898184704333,17.609552803520206
521804.51127819554,-74.6999885487066,17.355290774110557
523308.2706766918,-74.71418078097103,18.612114833749974
524812.030075188,-76.4720432374459,17.623313208780186
526315.7894736843,-76.46475705688582,17.8897751174205
527819.5488721805,-76.31081420046917,20.2630667968818
529323.3082706768,-76.43496721576616,19.884991586140615
530827.067669173,-77.87728695157304,15.340344523705273
532330.8270676692,-76.65296470481488,16.34948854387369
533834.5864661655,-75.89871327585624,16.883215897416413
535338.3458646617,-75.70202189371366,15.37840748727205
536842.105263158,-75.6366466813644,14.355621764959787
538345.8646616542,-75.00209962825014,15.929305537520833
539849.6240601504,-76.6681852056774,14.250619562945113
541353.3834586466,-77.08518097318988,13.089425459538562
542857.1428571428,-77.57718708330198,15.130209062515457
544360.9022556391,-78.16228609907927,14.62279758768049
545864.6616541353,-79.3001497308962,13.380849408167409
547368.4210526316,-77.71091556021416,15.080080553885368
548872.1804511278,-76.02072949763392,16.698353204909175
550375.9398496241,-74.9798918532648,18.215167798531215
551879.6992481203,-73.89958882860613,19.558017330097066
553383.4586466165,-72.75325272418576,20.798906416999507
554887.2180451128,-74.80261600376977,17.776474467468613
556390.977443609,-73.69647889077142,19.168981792579316
557894.7368421053,-75.72789848798936,18.051893877925608
559398.4962406015,-75.96098962324604,17.82611859027955
560902.2556390978,-77.2411964692614,18.45034026756599
562406.015037594,-77.0950123701298,18.697234822827188
563909.7744360903,-80.44542051009505,14.842132147534235
565413.5338345865,-80.48067043975027,13.521542578851198
566917.2932330827,-82.7341038493773,13.293643765597121
568421.052631579,-82.37289517657932,12.388896813945228
569924.8120300752,-81.40911015534256,13.329078429250602
571428.5714285715,-79.66113654756256,14.535465439259756
572932.3308270677,-78.67202321381596,14.847369534892252
574436.090225564,-79.64931706441217,12.351503007751768
575939.8496240602,-77.91957311928395,13.114469388596508
577443.6090225565,-75.76327549951452,14.159839243051378
578947.3684210527,-74.54788107037355,15.931876163734254
580451.127819549,-73.02329604962435,16.902660692920456
581954.8872180452,-72.59218287993416,17.73654005527209
583458.6466165414,-72.52078560495715,17.14376490576241
584962.4060150377,-73.18607269672597,17.97147011331334
586466.1654135339,-72.32540865731427,19.436583511898586
587969.9248120302,-71.78827023311337,21.35111841772529
589473.6842105264,-72.1323683893061,20.83747397376527
590977.4436090225,-73.19887177891451,18.95415211880113
592481.2030075188,-74.1576619782953,19.332342990640036
593984.962406015,-74.51163862518095,20.3491196864809
595488.7218045113,-74.51394053052303,22.164546120594615
596992.4812030075,-73.49241802182308,24.186424244169142
598496.2406015038,-73.84642418690619,27.061502364197178
600000.0,-74.9898469884034,29.611592555449725
